"Data Source","World Development Indicators",

"Last Updated Date","2021-07-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Australia","AUS","Population ages 05-09, female (% of female population)","SP.POP.0509.FE.5Y","9.90441285506501","9.83052347414801","9.79710951318146","9.80130636008114","9.81565003107636","9.80091559286","9.835561006476","9.83846389636044","9.79149865630126","9.70292185916723","9.59545992801382","9.46018128432572","9.31172781474226","9.14911186931843","8.98327332473393","8.826573573529","8.72321539044538","8.68639691660131","8.69864087724864","8.70727473423634","8.6443812992258","8.51256895356933","8.26811875210564","7.92964179375807","7.56959771935136","7.28592632772693","7.1075260119304","7.03888018476774","7.070611018027","7.14873614427806","7.19496533837978","7.19620729505295","7.16480587286075","7.10120809619533","7.02426580203201","6.9617753590531","6.92287262011993","6.89889809958492","6.8851857475453","6.86982636006204","6.83754487601769","6.77805010123057","6.69047140458515","6.57804027005075","6.45428008288737","6.33928523731673","6.23202750689613","6.13536046285326","6.05491422675094","5.99875163001308","5.97441246592083","5.96843370090655","5.99850830898068","6.06153622975677","6.13724538728873","6.19587805393189","6.26422418189346","6.29272706690888","6.28394981621805","6.25603022600024","6.23564593974216",
"Australia","AUS","Fertility rate, total (births per woman)","SP.DYN.TFRT.IN","3.453","3.54","3.442","3.332","3.146","2.977","2.881","2.848","2.888","2.886","2.859","2.961","2.744","2.491","2.397","2.148","2.06","2.007","1.949","1.907","1.891","1.935","1.929","1.924","1.84","1.923","1.868","1.845","1.831","1.838","1.902","1.849","1.888","1.859","1.842","1.822","1.796","1.778","1.762","1.755","1.756","1.739","1.756","1.748","1.768","1.807","1.908","1.959","1.984","1.971","1.928","1.926","1.92","1.855","1.826","1.814","1.752","1.741","1.74","1.657","",
"Australia","AUS","Consumption of iodized salt (% of households)","SN.ITK.SALT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Unemployment, female (% of female labor force) (national estimate)","SL.UEM.TOTL.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","8.19","7.86","7.43","8.53","10.37","9.48","8.76","8.71","8.62","7.9","6.84","7.19","9.15","9.93","10","9.36","8.11","8.24","8.07","7.33","6.66","6.06","6.45","6.16","5.98","5.54","5.22","4.92","4.78","4.57","5.4","5.38","5.3","5.33","5.61","6.17","6.07","5.78","5.67","5.32","5.1","6.35",
"Australia","AUS","Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","11.73","11.35","10.18","13.28","19.4","17.52","15.56","15.27","15.04","13.37","10.66","13.23","18.56","20.77","19.72","17.42","15.54","16.41","16.93","15.32","13.75","12.89","14.59","13.79","12.61","11.85","10.89","10.55","9.48","9.02","12.48","11.95","11.94","12.46","13.04","14.11","14.24","13.82","13.65","12.83","12.82","15.27",
"Australia","AUS","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","33.6874051593323","","","","","41.9189511323004","","","","","46.2333457850828","","","","","55.2306528863121","","","55.5583885772565","57.1483278018892","57.3350416399744","57.6520728399845","58.2192673706166","59.4098360655738","61.0876451953537","63.6567360928025","64.958853198832","66.2679425837321","67.8992710404241","69.1228998544781","69.6409431939979","70.0661000944287","70.2923181509178","71.4576823801114","72.6188863297656","73.1041043761892","73.3972602739726","73.7826685006877","74.2386489479513","75.6138160632543","76.6072919565822","76.9466499512467","78.1520827509086","77.8772199692351","79.0262172284644","79.6234772978959","80.0855054475245","80.6251721288901","81.2586445366528","80.9977888336097","81.5574338367743","81.9322459222083","82.1963860484662","82.6638477801268","83.1481220987481","84.0509915014164","84.665440656387","85.2452085682075","85.7142857142857","85.9794403198172",
"Australia","AUS","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.89","66.51","66.21","65.5","68.04","69.54","69.59","67.64","67.68","67.98","68.45","69.02","68.15","68.96","69.06","69.55","69.44","69.67","69.48","67.73","67.22","67.44","66.71","66.18","66.16","66.63","66.21","66.11","67.2","67.58","",
"Australia","AUS","Children in employment, female (% of female children ages 7-14)","SL.TLF.0714.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","GDP per person employed (constant 2017 PPP $)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68331.093961754","68903.1646934098","71505.3057978843","71992.3796233534","72067.6265941535","73837.2578815298","76094.2371426207","78118.3373198647","80574.5461462885","81601.8137845401","81995.7352780226","83585.3510437291","84159.3831215866","86048.0292465609","85874.2542740857","86036.9068718538","87587.1064057331","88309.2217921485","89394.6895504374","89365.7072060053","90147.4801742949","92551.2690600439","94022.7069770532","95697.0346102159","95946.0707796447","97043.0608481709","97261.2710123126","97835.3455786196","97976.2606885252","99568.680385063",
"Australia","AUS","Employment to population ratio, 15+, male (%) (national estimate)","SL.EMP.TOTL.SP.MA.NE.ZS","","","","","","","","","","","","","","","","","","","","74.39","74.37","74.29","72.51","69.26","69.63","69.74","70.04","69.49","70.15","71.14","70.5","67.26","65.75","65.08","66.26","67.36","67.17","66.74","66.93","67.16","67.44","66.85","67.1","67.33","67.73","68.57","68.87","69.58","69.75","68.19","68.69","68.64","68.04","67.31","66.7","66.79","66.61","66.78","67.22","67.42","65.45",
"Australia","AUS","Employment in agriculture (% of total employment) (modeled ILO estimate)","SL.AGR.EMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.3600001335144","5.05000019073486","5.11999988555908","4.90000009536743","4.78000020980835","4.84000015258789","4.90999984741211","4.84999990463257","4.92999982833862","4.8600001335144","4.75","4.38000011444092","3.91000008583069","3.74000000953674","3.57999992370605","3.41000008583069","3.3199999332428","3.30999994277954","3.23000001907349","3.23000001907349","2.8199999332428","2.79999995231628","2.61999988555908","2.79999995231628","2.64000010490417","2.61999988555908","2.59999990463257","2.61999988555908","2.55999994277954","",
"Australia","AUS","Multidimensional poverty headcount ratio, male (% of male population)","SI.POV.MDIM.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Income share held by highest 20%","SI.DST.05TH.20","","","","","","","","","","","","","","","","","","","","","","39.2","","","","40.3","","","","40.6","","","","","","40.4","","","","","","40.9","","40.9","40.9","","","","42.8","","42","","","","42.1","","","","","","",
"Australia","AUS","External health expenditure per capita (current US$)","SH.XPD.EHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"Australia","AUS","Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line)","SH.UHC.NOP1.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","",
"Australia","AUS","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6","5.5","5.3","4.8","4.6","5.1","5.2","5.5","5.3","5.6","5.7","5.7","6.4","6.1","6.5","6.8","6.4","6.9","6.2","6.4","",
"Australia","AUS","Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding)","SH.STA.ORCF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Lifetime risk of maternal death (%)","SH.MMR.RISK.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0118518740236549","0.0105028867613026","0.0100600286724097","0.0101000138128917","0.00971644770488958","0.00983569333436998","0.00958619076273731","0.00986962594175087","0.00989890962832092","0.0105904455055022","0.0105447627978734","0.0112193872283209","0.0110786596689646","0.01143826119239","0.0119536450606372","0.0122325468098453","0.0123346164679823","0.0122133845321732","","","",
"Australia","AUS","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.04","0.04","0.04","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.02","0.02","",
"Australia","AUS","Demand for family planning satisfied by modern methods (% of married women with demand for family planning)","SH.FPL.SATM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Number of under-five deaths","SH.DTH.MORT","5560","5485","5404","5324","5256","5213","5202","5223","5266","5301","5293","5218","5065","4832","4536","4203","3867","3561","3305","3105","2959","2860","2797","2755","2722","2684","2636","2576","2502","2413","2307","2193","2077","1968","1871","1789","1721","1663","1613","1570","1532","1504","1491","1492","1502","1511","1514","1508","1492","1463","1421","1371","1320","1274","1236","1208","1189","1175","1162","1146","",
"Australia","AUS","Women who believe a husband is justified in beating his wife when she refuses sex with him (%)","SG.VAW.REFU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.57506","","","","","","","","","","","","","","","","","19.06647","22.28509","21.85707","21.46599","17.82954","","","","",
"Australia","AUS","Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)","SE.TER.CUAT.ST.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.5625991821289","33.1277503967285","35.3435401916504","36.0537490844727","38.9198188781738","39.7636108398438","40.8551216125488","42.0632781982422","44.947151184082","40.8593902587891","37.6820182800293","44.0223617553711","44.7176704406738","46.7637786865234","47.7228889465332","","",
"Australia","AUS","Trained teachers in secondary education (% of total teachers)","SE.SEC.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","School enrollment, secondary, male (% gross)","SE.SEC.ENRR.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","134.049682617188","132.807708740234","143.50146484375","148.934600830078","150.600204467773","","","","","","","","","","","","","","","","","","167.879043579102","163.580596923828","159.008758544922","136.7080078125","","",
"Australia","AUS","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.PO.ZS","","","","","","","","","","","","21.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.364990234375","34.2044906616211","35.7297897338867","36.7352409362793","39.3568687438965","40.5558280944824","41.795711517334","42.7026596069336","46.461971282959","41.6409111022949","39.0349807739258","45.3450698852539","46.4734306335449","47.6669883728027","48.3026695251465","","",
"Australia","AUS","Adjusted net enrollment rate, primary, male (% of primary school age children)","SE.PRM.TENR.MA","","","","","","","","","","","","96.42732","","94.71473","94.04269","97.07882","98.2513","","","","","","99.12512","98.31969","96.42966","96.24445","96.79883","97.24751","97.85649","97.97229","97.68868","97.10927","96.87792","96.48325","96.16521","94.73492","95.02433","94.44082","94.03129","93.3772","93.07313","","","93.56637","94.02286","","","","","","","97.27709","97.63589","","","","","96.13913","","","",
"Australia","AUS","Persistence to grade 5, female (% of cohort)","SE.PRM.PRS5.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","111.197807312012","110.643661499023","110.000053405762","105.237480163574","108.184417724609","109.157127380371","111.218330383301","112.326667785645","111.899353027344","111.071876525879","109.698600769043","108.576972961426","107.214828491211","106.436126708984","104.890129089355","105.438270568848","105.860221862793","106.489028930664","106.684600830078","106.371719360352","106.096809387207","105.973999023438","105.877166748047","105.829887390137","101.29126739502","101.580291748047","101.184028625488","100.928619384766","100.658836364746","100.72193145752","100.639778137207","101.548782348633","101.674308776855","102.264129638672","102.739318847656","103.304046630859","105.183052062988","105.141120910645","105.302131652832","105.619430541992","105.689682006836","105.984451293945","105.993850708008","105.457092285156","101.599906921387","100.744407653809","100.338981628418","100.160591125488","","",
"Australia","AUS","School enrollment, preprimary, female (% gross)","SE.PRE.ENRR.FE","","","","","","","","","","","","73.2415084838867","","","73.6803665161133","75.4813995361328","81.7862777709961","80.2443771362305","75.7267837524414","66.6233062744141","64.6045532226563","64.1745910644531","65.5100402832031","68.2171096801758","69.5204086303711","71.5623016357422","73.6496887207031","73.3387832641602","71.2973785400391","71.13671875","70.9356689453125","70.3616409301758","70.507682800293","71.033073425293","72.5489120483398","","","","","","","104.745880126953","102.434471130371","83.0997314453125","84.41845703125","86.8860397338867","81.9133377075195","80.9419097900391","80.5670394897461","80.5068283081055","77.6478424072266","","","107.538269042969","112.046913146973","122.12467956543","163.338912963867","161.190963745117","161.900756835938","","",
"Australia","AUS","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","92.3105400755459","100.255112924302","100.649391493194","98.5979717447551","101.714332496393","85.6041071862841","74.8776349852567","74.7243290445059","82.6640225268038","88.7062727306544","86.5211383171443","85.1381152598261","76.9182046541337","71.6044490073116","75.1840176196273","73.5002477367353","80.378911086778","79.9646223435421","73.25430577871","73.507336021294","70.4419151474715","67.5674515146551","70.8579016656473","79.3688323141195","85.4230031087734","87.9664523403234","87.2410371801532","92.3354510864832","90.3748381699254","87.5941763916529","100","106.963821339101","109.027898791618","103.453683437574","98.324344984979","89.8547377858496","90.9290837634891","93.6885821153902","89.9467169072506","86.0082360970042","85.3587553045066",
"Australia","AUS","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","DEC alternative conversion factor (LCU per US$)","PA.NUS.ATLS","0.8929","0.8929","0.8929","0.8929","0.8929","0.8929","0.8929","0.8929","0.8929","0.8929","0.8929","0.8929","0.856","0.7805","0.6785","0.7323","0.7933","0.8718","0.8866","0.8803","0.8975","0.8613","0.9063","1.0685","1.1042","1.3037","1.4296","1.5112","1.3744","1.2281","1.2995","1.2741","1.3003","1.4232","1.4455","1.3468","1.318","1.2778","1.4743","1.5958","1.5923","1.8634","1.9112","1.717","1.4058","1.3302","1.3356","1.2737","1.117","1.3582","1.1353","1.0143","0.9698","0.9747","1.0893","1.2019","1.3738","1.3259","1.2901","1.3982","1.4918",
"Australia","AUS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16720","17060","17460","18600","19600","20160","21180","22150","23410","24470","25560","26610","27940","28900","30410","31360","32950","34910","35930","38890","37770","40280","41520","44760","45650","45340","46220","47160","48660","50540","",
"Australia","AUS","Gross domestic savings (% of GDP)","NY.GDS.TOTL.ZS","31.1851941162286","30.635969911101","28.9269226438464","29.9208498229535","31.2267307601678","31.0894252774299","29.415147034664","31.1730896765161","29.5813762128433","31.8045618540941","32.6748256492361","31.5845611946222","30.9302221023289","30.9003558003498","31.9850013273162","27.257268932953","26.2693130211212","25.7676374461353","24.2453702379931","25.9075615370993","26.7958102719752","26.111790301166","26.1157994237361","22.2048351369497","24.8034005380124","25.8157320202747","24.6222717491546","24.2130131951979","26.5476752838164","28.1229593835706","27.5961967018274","24.6102995283303","22.0261950019766","22.835968669161","23.9496736516661","24.0792450770068","24.3973169016621","25.1914761809574","24.8117232361328","23.7674980367368","24.1483516067996","23.5660207696868","24.4850202783416","23.9104324810228","24.4578933126142","24.817996229283","25.7881637445681","25.9271870884499","26.1174386080847","27.6077752957001","25.8216384583284","27.4734544571523","27.4939344749903","26.5997616361834","26.3180547127674","24.7460145598827","23.0965115004751","24.6496906723953","24.9099298913749","25.7083597926952","26.0736925554966",
"Australia","AUS","GDP growth (annual %)","NY.GDP.MKTP.KD.ZG","","2.48576949187947","1.29608735213831","6.21463039549282","6.97852215948878","5.98350598919795","2.38245842259472","6.30262019041623","5.09581380047702","7.04432932141759","7.17218657627514","4.00368353437398","3.91252352957896","2.61372315111119","4.10336216123119","1.34991678730046","2.58769620026857","3.59742756746006","0.896879845528218","4.04348669176025","3.03424587145736","3.33776813804133","3.32844193385323","-2.22047012220898","4.58129721922676","5.24932960928453","4.03752885052448","2.55117045885154","5.74338158549649","3.86117351615441","3.57099814702293","-0.397817699614905","0.41218470060933","4.02990646050326","3.98389015293171","3.837755292963","3.87858529337824","3.96653766174953","4.57668875918884","5.07359909510564","3.93313694470206","1.93085759225417","4.0014040616517","2.98593432165801","4.05545196750958","3.20426979287869","2.79453702446311","3.84423031556788","3.65795352556486","1.93699392030038","2.067417127684","2.46275631162725","3.91816287094112","2.58489770154893","2.5331146653882","2.19264742646037","2.7706521973025","2.30061062359425","2.94928577160958","2.16095629535999","-0.284839297785609",
"Australia","AUS","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","3.22146836251822","-0.0755953749231821","1.79243172653823","3.28484959103903","2.98088217029853","2.68758414899222","4.86597129677899","2.25027813458891","4.75433526196407","5.13316856020585","5.1859885472811","6.18912659692785","8.98271379289537","16.3815002527222","16.4905878822792","14.0185865301035","11.4181992401664","8.23570084540586","8.63456810172552","10.0165787098189","9.524991743462","11.7095064921939","10.157821250767","7.86317458314912","4.62825527849861","6.45499906200256","7.05594006455172","7.20562246356724","9.25729914522276","6.09448152169018","3.04077662720705","1.50256000845148","0.893296508522255","1.01907253024555","2.26043960261353","2.69582843013028","1.23322902985119","1.27294581174249","0.357046786097783","2.57970207133384","4.62083458265087","2.8603674193469","3.11358068857828","3.3111402801121","3.79708370313703","5.09235392275956","5.01171146741967","4.52553669567095","5.00180354888478","1.16728161720027","6.25276038134632","1.85652680980475","-0.124199304266909","1.47957310768999","-0.549659411148838","-0.533000346373001","3.73475009256552","1.88561599646955","3.39810447050677","1.96803686268629",
"Australia","AUS","Adjusted savings: natural resources depletion (% of GNI)","NY.ADJ.DRES.GN.ZS","","","","","","","","","","","0.47004153057123","0.460500400426952","0.493039501754596","0.813257116168174","1.64457192342519","1.66828582186522","1.81503562766722","2.01500581585683","1.73409398180446","3.10862602985687","3.10358839131266","2.14910097049289","1.52754550696656","1.94400826708206","2.07865773574297","2.55055711892694","1.37762313079752","1.77607612431331","1.35057777812612","1.30523750402422","1.81083437741912","1.15589661916442","1.15081713308178","1.0225498143796","1.07194094657007","1.06756466624781","1.08280072627999","0.96203175670209","0.718170946795072","0.820571750321939","1.63833837032853","1.3891785962222","1.21513817918081","0.989072303893772","1.12950455443361","1.99104535646332","2.53036725080627","3.07015514634095","3.35465684364946","1.93494946306461","2.72458114562199","3.02699995110735","2.14051109154049","1.83778068435368","1.86388256141888","1.31430627027118","1.70315089376007","1.77262211079623","2.57001433806914","2.58265444685263","",
